run_alias,_timestamp,_runtime,gpu_0_sm_active,gpu_1_sm_active,gpu_2_sm_active,gpu_3_sm_active,gpu_4_sm_active,gpu_5_sm_active,gpu_6_sm_active,gpu_7_sm_active,gpu_0_power_watts,gpu_1_power_watts,gpu_2_power_watts,gpu_3_power_watts,gpu_4_power_watts,gpu_5_power_watts,gpu_6_power_watts,gpu_7_power_watts
sync,1783598896.2903564,1425.943585501,55.720725625736854,62.88521315910949,58.535941153272,61.683374074541184,61.05228385852689,59.61736526945156,58.749045723128035,55.27478921792396,584.72,615.611,573.48,595.282,598.923,598.181,567.128,548.027
sync,1783598911.0896153,1440.742844395,,,,,,,,,,,,,,,,
sync,1783598911.3191473,1440.972376257,15.623063640281526,5.522523983712604,16.674282229319356,18.700278555333043,12.776733410237599,8.915647155265969,4.021282998926081,10.682576743943653,361.674,346.632,358.02,389.275,381.724,354.899,349.331,353.148
sync,1783598926.0899947,1455.743223766,,,,,,,,,,,,,,,,
sync,1783598926.2904608,1455.943689852,68.77450062512457,69.00262858353253,65.33014609538849,68.33350019626123,68.31461673993229,67.64837437628277,0,68.8828138978133,688.158,667.677,273.441,663.286,672.093,670.712,469.063,682.461
sync,1783598941.0902774,1470.743506473,,,,,,,,,,,,,,,,
sync,1783598941.2906284,1470.943857506,60.54271009309532,65.2968597943225,60.0339648774573,58.45423273105491,54.894659816740685,54.83832821126112,56.011626473028784,54.64252067195034,611.287,635.289,595.958,572.822,585.058,586.672,571.188,583.358
sync,1783598956.090422,1485.743650892,,,,,,,,,,,,,,,,
sync,1783598956.290898,1485.944127053,0,0,0,0,0,0,0,0,248.237,245.296,241.241,241.499,246.855,244.61,241.537,243.603
sync,1783598971.0895555,1500.742784606,,,,,,,,,,,,,,,,
sync,1783598971.2901227,1500.943351833,4.937438174054187,66.10011003473055,67.20754999870321,68.06307806061771,67.85076089591341,67.31537325550423,66.95200260917497,68.35635533657623,612.438,536.439,569.142,612.382,595.722,614.073,536.622,591.329
