run_alias,_timestamp,_runtime,gpu_0_sm_active,gpu_1_sm_active,gpu_2_sm_active,gpu_3_sm_active,gpu_4_sm_active,gpu_5_sm_active,gpu_6_sm_active,gpu_7_sm_active,gpu_0_power_watts,gpu_1_power_watts,gpu_2_power_watts,gpu_3_power_watts,gpu_4_power_watts,gpu_5_power_watts,gpu_6_power_watts,gpu_7_power_watts
streamweave,1783607211.5821698,182.399713721,,,,,,,,,,,,,,,,
streamweave,1783607211.7831266,182.600670611,0,0,71.93669826278595,73.21172454192092,74.0327099438222,65.97801728325325,71.19991867924567,65.98727320934299,244.566,241.208,747.433,765.514,795.29,712.09,751.512,703.587
streamweave,1783607226.5827003,197.400244331,,,,,,,,,,,,,,,,
streamweave,1783607226.7830155,197.600559569,0,0,0,0,0,0,0,0,244.829,241.327,241.125,242.374,247.275,243.673,241.723,243.147
streamweave,1783607241.5821111,212.399655112,,,,,,,,,,,,,,,,
streamweave,1783607241.7825735,212.6001174,0,0,83.36146796514726,82.5574888174533,84.47303529260043,84.91281705119401,82.39955973835892,85.12053243921544,244.575,241.223,778.35,804.794,805.185,809.932,800.959,800.856
streamweave,1783607256.5828142,227.400358101,,,,,,,,,,,,,,,,
streamweave,1783607256.7832696,227.600813619,0,0,80.60990286565784,83.17056100941,84.04361169990682,85.36794385728528,80.98805111667502,84.98601607303662,244.622,241.331,758.752,787.101,809.885,834.898,771.102,822.504
streamweave,1783607271.582059,242.3996029,,,,,,,,,,,,,,,,
streamweave,1783607271.7825341,242.600078058,0,0,84.46323210515236,72.77304839405123,73.14273764368207,82.15042744451398,83.83040714060147,72.92605573521965,244.688,241.336,822.376,770.938,776.807,808.944,819.236,768.642
