run_alias,_step,_timestamp,_runtime,groups,training_time_s,generation_or_interface_time_s,parameter_sync_time_s,rl_groups,expert_groups,carryover_discarded_groups,queue_size,partial_rollouts,validation_time_s
streamweave,49,1783613882.839809,6935.056803871,450,90.15406671725214,4.045194528996944,2.1220412850379944,338,112,0,272,32,
streamweave,50,1783614138.6502802,7197.310887452,436,84.21993664745241,3.544347209855914,2.09581795334816,340,96,0,268.75,18,162.0477287946269
streamweave,51,1783614228.99286,7294.965848627,482,91.98432943224907,4.178516237065196,1.063657471910119,370,112,0,272.25,0,
streamweave,52,1783614326.6401439,7380.23198682,461,91.91706376429647,3.7998692141845822,2.1799623295664787,373,88,0,266.5,22,
streamweave,53,1783614411.905449,7472.170706503,411,85.94961933325976,3.275035976432264,2.610205043107271,307,104,0,254.25,6,
streamweave,54,1783614503.8315177,7561.321360461,454,92.0218775542453,3.0650930078700185,2.108747403137386,374,80,0,276.5,29,
streamweave,55,1783614758.436126,7812.771174558,461,89.47035964485258,3.9058117661625147,2.1887938734143972,373,88,0,272,5,165.44204979483038
streamweave,56,1783614844.3950474,7906.044766288,443,85.80825573951006,3.5066237887367606,2.032923416234553,339,104,0,254,11,
streamweave,57,1783614937.7045965,8016.979710683,482,91.35892625525594,3.247513164766133,1.5562590397894382,370,112,0,270.25,0,
streamweave,58,1783615048.6383762,8126.155451771,468,103.32890802808106,3.705203827470541,2.120683985762298,372,96,0,267.75,6,
streamweave,59,1783615157.8118818,8226.888085036,475,118.51207911409438,2.9294887147843838,2.3248253781348467,371,104,0,268.75,50,
streamweave,60,1783615437.7861488,8507.711282807,429,97.37221045978367,2.852756941691041,2.0753860138356686,341,88,0,273.75,11,169.88142430316657
streamweave,61,1783615539.3760257,8612.941302006,468,100.0787824075669,3.2066963454708457,2.1575776049867272,372,96,0,264.5,46,
streamweave,62,1783615644.6056726,8717.10632818,475,103.07243351638317,3.531353254802525,2.167817951180041,371,104,0,254.5,8,
streamweave,63,1783615748.766176,8817.282800463,468,103.96109582856297,3.07183840777725,2.1321623167023063,372,96,0,266.75,34,
streamweave,64,1783615848.943177,8917.509994035,475,99.14207738172263,3.3465277180075645,2.060616906732321,371,104,0,268,10,
streamweave,65,1783616117.1213765,9172.707825014,461,102.06932110805064,3.10835322458297,2.238010165281594,373,88,0,270.5,12,167.93727557640523
streamweave,66,1783616204.3028991,9259.223711983,443,96.01802958641201,3.7314883386716247,2.147455021739006,339,104,0,277,43,
streamweave,67,1783616290.8896987,9381.165787627,397,79.58380121272057,2.870778441429138,2.4682761374861,309,88,0,276.5,0,
streamweave,68,1783616412.829891,9492.387036605,454,112.84121651854366,3.032778661698103,2.0531027130782604,374,80,0,272.75,23,
streamweave,69,1783616524.0542939,9611.909553346,450,115.6439774306491,3.147187113761902,2.256172309629619,338,112,0,271.75,42,
streamweave,70,1783616821.9788153,9908.070362385,482,115.14610521495342,3.1122401589527726,2.0715089915320277,370,112,0,267.5,37,168.44898960087448
streamweave,71,1783616939.7524388,10027.810719932,475,122.7346843155101,3.0911774886772037,2.0979692665860057,371,104,0,263.5,139,
streamweave,72,1783617059.5133905,10152.21970423,475,112.78065394144505,3.677464068867266,2.101022442802787,371,104,0,265.25,0,
streamweave,73,1783617183.8167918,10277.107053298,468,127.89277207292616,3.528864505700767,2.29544379375875,372,96,0,267,53,
streamweave,74,1783617308.7941468,10392.864141597,457,128.71435302495956,3.3473424399271607,2.09319712780416,337,120,0,271.75,131,
streamweave,75,1783617597.6327562,10673.527577357,468,111.08634166046977,3.2950242795050144,2.084142504259944,372,96,0,265.25,20,173.07132084015757
streamweave,76,1783617705.2087018,10784.596801533,489,113.63330079894513,3.7359262574464083,2.501828894019127,369,120,0,272.5,60,
streamweave,77,1783617816.291495,10893.665122948,447,101.50133447255939,3.2817605305463076,2.2150548035278916,375,72,0,269.25,61,
streamweave,78,1783617925.3493903,11007.271304159,450,108.40621097385883,3.7054758789017797,2.0411491421982646,338,112,0,268.25,54,
streamweave,79,1783618038.9624279,11114.997375658,468,116.44598733261228,3.583214294165373,2.0730358036234975,372,96,0,267.5,40,
streamweave,80,1783618325.0191343,11396.837037903,468,107.74209302198142,4.280063308775425,2.242204369045794,372,96,0,266.5,32,167.57459885347635
streamweave,81,1783618428.5165224,11486.638965737,461,105.32468112371862,3.486917993053794,2.8496371703222394,373,88,0,268.25,35,
streamweave,82,1783618518.33278,11595.163178356,443,89.21023209672421,3.5833535082638264,2.061966168694198,339,104,0,268.25,2,
streamweave,83,1783618626.8408926,11841.543022182,461,101.57126257568598,3.320637865923345,2.113442531786859,373,88,0,256,6,
streamweave,84,1783618873.1387596,12268.995948999,475,148.17605195194483,3.362098228186369,2.426942049525678,371,104,0,267,71,
streamweave,85,1783619468.6532974,12774.133370308,411,338.0203652260825,3.23411566298455,103.96491997782141,307,104,0,268.25,100,167.9715701173991
streamweave,86,1783619805.818695,12881.068721292,461,442.4378405902535,3.5800682101398706,199.94330710172653,373,88,0,270.5,181,
streamweave,87,1783619912.723173,12980.138116455,447,192.08770806901157,3.067948441952467,45.97017124854028,375,72,0,270.75,3,
streamweave,88,1783620011.7629592,13092.558620656,436,96.73914885800332,2.883960167877376,2.1559445029124618,340,96,0,271.25,0,
streamweave,89,1783620124.2279391,13220.331892129,468,107.5176749844104,3.127776858396828,2.0469758845865726,372,96,0,271.25,42,
streamweave,90,1783620443.3971422,13559.45897012,482,130.77647044416517,4.06005631107837,2.11842183675617,370,112,0,259,64,181.33269903901964
streamweave,91,1783620591.1102037,13702.83283687,450,139.90548609104007,2.805737815797329,2.039409514516592,338,112,0,267.25,127,
streamweave,92,1783620734.5045002,13810.441553808,475,149.53508159704506,2.959064405411482,2.0927596017718315,371,104,0,258,108,
streamweave,93,1783620842.1089518,13904.282134091,461,115.8550348682329,3.4019588883966208,2.0931651033461094,373,88,0,267,50,
streamweave,94,1783620935.9286373,13988.11978954,475,94.04285185411572,3.0027861101552844,2.111261456273496,371,104,0,268.75,55,
streamweave,95,1783621188.2053936,14248.150619291,468,89.45865833573043,2.913982016965747,2.0999634005129337,372,96,0,266.25,34,168.47917003370821
streamweave,96,1783621279.827384,14326.642129407,443,83.6640499709174,4.227141600102186,2.257120174355805,339,104,0,270.5,0,
streamweave,97,1783621358.2695756,14418.154947039,411,79.91087337303907,3.2035213550552726,2.1238742787390947,307,104,0,259.75,102,
streamweave,98,1783621449.749062,14518.032343837,454,91.4928999664262,3.0854131300002337,2.2997258407995105,374,80,0,271.25,9,
streamweave,99,1783621549.6949298,14616.339407306,425,87.10209120623767,3.610879165120423,2.2507712049409747,305,120,0,272,21,
streamweave,100,1783621817.6130288,14883.210548092,468,106.35024015512317,3.1902195122092962,2.1075736545026302,372,96,0,275.5,48,158.8519083801657
streamweave,101,1783621914.8814843,14980.934819452,468,100.66315356176347,3.0308237224817276,2.061309387907386,372,96,0,256.25,60,
streamweave,102,1783622012.6029146,15072.015214478,468,91.6747971335426,3.2041203351691365,2.175567905418575,372,96,0,266,24,
streamweave,103,1783622103.6815178,15165.514546126,461,93.01058754697442,2.9148196363821626,2.033623962663114,373,88,0,270.25,34,
streamweave,104,1783622197.1808321,15259.465306464,461,94.08877859544009,3.2455313000828028,2.691693613305688,373,88,0,268.5,81,
streamweave,105,1783622446.047018,15507.953128173,475,94.17334675230086,3.757812015712261,2.0953426072373986,371,104,0,269.75,33,154.88479223381728
streamweave,106,1783622539.580723,15589.18484454,482,94.38927119411528,3.442250821739435,2.2872348185628653,370,112,0,253.25,339,
streamweave,107,1783622620.865511,15676.615470715,429,79.55501194950193,3.0005758926272392,2.3708184007555246,341,88,0,275.5,52,
streamweave,108,1783622708.2796116,15758.346166088,468,85.77384345419705,2.7666854839771986,2.3068761033937335,372,96,0,269,5,
streamweave,109,1783622790.0155296,15849.095042856,443,81.16095234453678,2.9487093994393945,2.1526816617697477,339,104,0,262,7,
streamweave,110,1783623051.1186364,16104.798475742,468,92.26237438526005,2.733500277623534,2.116114475764334,372,96,0,258,5,160.23036829009652
streamweave,111,1783623136.4551897,16193.220739414,461,86.60709666833282,3.0273641496896744,2.5406401976943016,373,88,0,268,261,
streamweave,112,1783623224.8866525,16282.506136328,461,86.28351868875325,3.1187676107510924,2.0980477752164006,373,88,0,270.25,77,
streamweave,113,1783623314.1765163,16371.658515661,468,88.85114621836692,3.0227751778438687,2.0649179192259908,372,96,0,260.75,277,
streamweave,114,1783623403.3266783,16463.253064162,461,86.14498713240027,2.934243580326438,2.1388267297297716,373,88,0,264.75,57,
streamweave,115,1783623654.588716,16711.0376225,475,91.42291128821671,3.271254627034068,2.2210411597043276,371,104,0,259,11,159.67190966568887
streamweave,116,1783623742.686424,16793.948659472,461,89.45066875871271,2.606834632344544,2.230993482284248,373,88,0,245.5,1,
streamweave,117,1783623825.6030424,16882.386731103,443,81.89378406945616,3.121533245779574,2.1826074784621596,339,104,0,276,6,
streamweave,118,1783623914.0476403,16972.70048866,468,88.88348078262061,2.7724137930199504,2.0344243990257382,372,96,0,270.75,20,
streamweave,119,1783624004.3679273,17061.674723933,447,88.19711539149284,2.6975165670737624,2.0979238860309124,375,72,0,258.5,16,
streamweave,120,1783624258.2397084,17317.707249439,475,90.9628734011203,3.2353007402271032,2.7543851090595126,371,104,0,255.75,68,154.22092922963202
streamweave,121,1783624349.3610752,17403.975702146,468,89.37045340053737,3.066900280304253,2.0503586791455746,372,96,0,269.75,149,
streamweave,122,1783624435.6328194,17495.043153968,475,86.4637373322621,3.2397605534642935,2.2723027653992176,371,104,0,248,4,
streamweave,123,1783624526.7043052,17587.923860056,468,88.25969916954637,3.1645881701260805,2.1609697798267007,372,96,0,266,3,
streamweave,124,1783624619.5721667,17683.309406979,475,92.20409784372896,3.0531842447817326,2.117715835571289,371,104,0,264.5,4,
streamweave,125,1783624875.2779975,17928.238221839,482,95.636101343669,3.0600572898983955,2.0743042984977365,370,112,0,262.5,3,160.30536646116525
streamweave,126,1783624959.8332267,18021.457424678,475,92.22943530511111,3.082407219335437,1.0652778884395957,371,104,0,247.25,3,
streamweave,127,1783625053.1222863,18111.275749333,450,86.66474097967148,2.8190682707354426,2.067915647290647,338,112,0,273.75,204,
streamweave,128,1783625142.9277332,18199.726060256,468,92.13685638923198,3.0524939000606537,2.202312095090747,372,96,0,266.25,3,
streamweave,129,1783625231.4035168,18287.665437328,468,85.6521477913484,2.84261236153543,2.112474358640611,372,96,0,269.25,30,
streamweave,130,1783625487.0776787,18537.747001863,450,86.18010142445564,3.0979600800201297,2.1719523584470153,338,112,0,269.25,148,158.28949042689055
streamweave,131,1783625569.3407726,18625.789669927,468,89.96771861426532,2.9508251855149865,2.0904707349836826,372,96,0,267.75,31,
streamweave,132,1783625657.4493666,18708.247675012,436,82.76333581842482,3.163131087087095,2.104331281967461,340,96,0,262.75,184,
streamweave,133,1783625739.9135473,18799.576838143,468,81.6346206786111,2.7798522729426622,2.091168187558651,372,96,0,269.75,2,
streamweave,134,1783625831.2425473,18894.585581486,461,89.65157026052475,2.943903715349734,2.058706482872367,373,88,0,257.75,379,
streamweave,135,1783626087.9170597,19154.293768433,475,92.82252785097808,2.891879134811461,2.20079861022532,371,104,0,257.75,296,161.64632315095514
streamweave,136,1783626185.964229,19244.370077082,468,96.54829704202712,3.218516170978546,2.2152404887601733,372,96,0,268.25,69,
streamweave,137,1783626276.035503,19334.761971492,475,91.92389504425228,2.970085526816547,2.347153357230127,371,104,0,257.5,10,
streamweave,138,1783626366.4273767,19426.760341667,454,86.86271449644119,2.7926440499722958,2.0867005586624146,374,80,0,266.5,6,
streamweave,139,1783626458.387464,19522.100565159,475,95.10375096742064,2.9030950497835875,2.058403031900525,371,104,0,255.75,3,
streamweave,140,1783626723.9342701,19786.999093225,454,94.60822486318648,2.8363651344552636,2.1149992905557156,374,80,0,271.25,8,160.55810316465795
streamweave,141,1783626818.666692,19875.540545858,468,91.83463635388762,2.813464646227658,2.8808073168620467,372,96,0,269.25,24,
streamweave,142,1783626907.1656966,19967.690564371,475,91.27315926551819,2.985035820864141,2.7029350455850363,371,104,0,264,1,
streamweave,143,1783626999.36834,20057.374016105,454,89.6335076149553,2.9149152068421245,2.3224400356411934,374,80,0,263.5,6,
streamweave,144,1783627089.0607579,20148.590796346,447,88.54950206633657,2.990157213062048,2.1793706184253097,375,72,0,271.75,2,
streamweave,145,1783627335.149607,20396.207949764,454,92.18561153672636,2.9169958028942347,2.0467592058703303,374,80,0,271.25,14,154.87266737222672
streamweave,146,1783627427.8725111,20486.849231345,461,92.676318526268,3.6820135610178113,2.0758320093154907,373,88,0,268.25,261,
streamweave,147,1783627518.5146954,20578.369667803,475,88.0046903397888,3.2736807577311993,2.217241633683443,371,104,0,265.75,42,
streamweave,148,1783627610.041801,20670.296084741,454,91.11266004387289,3.4272613590583205,2.114314703270793,374,80,0,272.5,4,
streamweave,149,1783627701.9616406,20763.093637716,468,91.10898347850889,3.049441867507994,2.143371601589024,372,96,0,270.25,0,
streamweave,150,1783627965.0447705,21029.725787926,468,94.55232680868357,3.0465518813580275,2.390999878756702,372,96,0,267.5,168,160.05586961098015
streamweave,151,1783628061.4066966,21125.205417864,475,93.81874580308795,3.0718726934865117,2.0619186712428927,371,104,0,260,37,
streamweave,152,1783628156.8694832,21222.72423975,461,94.29623895231634,2.969344040378928,2.8078036420047283,373,88,0,267.25,261,
streamweave,153,1783628254.3902717,21313.452909694,461,97.14046249724925,2.8739648880437016,2.567382753826678,373,88,0,268.75,56,
streamweave,154,1783628345.1293292,21408.780501263,454,89.71733969077468,2.9665713254362345,2.168057693168521,374,80,0,273,19,
streamweave,155,1783628600.7154944,21660.578951675,475,97.52679299749434,3.2284185672178864,2.266292658634484,371,104,0,270.25,16,160.26015251595527
streamweave,156,1783628692.2509139,21754.978470801,436,91.09474687278271,4.295213606208563,2.490148519165814,340,96,0,260.75,342,
streamweave,157,1783628786.6338532,21848.236670637,468,92.15667703095824,2.873136578127742,2.616429455578327,372,96,0,273.25,109,
streamweave,158,1783628879.8912525,21939.573507686,475,92.68388336431235,3.6496335323899984,2.0904687009751797,371,104,0,266.75,1,
streamweave,159,1783628971.226713,22033.39965117,468,91.1747666131705,2.906364193186164,2.0812765462324023,372,96,0,266.75,61,
streamweave,160,1783629234.4441633,22292.736777678,461,96.76397614274174,2.761434686370194,2.0623127883300185,373,88,0,264.75,9,159.6770244408399
streamweave,161,1783629324.3854847,22381.138230682,475,86.57077462412417,3.209223018027842,2.221807778812945,371,104,0,266.25,3,
streamweave,162,1783629412.7945518,22475.771061226,461,89.05552061554044,2.8015351919457316,2.0628614192828536,373,88,0,265.75,15,
streamweave,163,1783629507.4319165,22569.477708995,447,93.28497579693794,2.584719579666853,2.2128226002678275,375,72,0,271.5,124,
streamweave,164,1783629601.1582417,22666.302698668,454,94.88377694040537,2.828542341478169,2.0463903564959764,374,80,0,271.25,18,
streamweave,165,1783629863.3401992,22925.602153643,468,96.24727384839207,3.0065006185323,2.1262837555259466,372,96,0,270.25,191,165.35684980545193
streamweave,166,1783629957.270153,23008.91800912,468,92.11181768961251,2.7831834265962243,2.07721687015146,372,96,0,264.75,16,
streamweave,167,1783630040.5144176,23101.809882214,461,90.0097073353827,3.3939041094854474,2.310126144438982,373,88,0,267,1,
streamweave,168,1783630133.4768317,23193.664888059,429,84.20437969081104,2.6710108127444983,2.5591653687879443,341,88,0,275.75,64,
streamweave,169,1783630225.3216515,23285.983481958,468,96.43785858340561,2.9395314529538155,2.0575672294944525,372,96,0,267.75,17,
streamweave,170,1783630489.641589,23549.225192177,454,89.52715910691768,2.8708359012380242,2.2123636417090893,374,80,0,270.75,11,162.1701434282586
streamweave,171,1783630580.878915,23641.279080956,440,88.04505488462746,2.460238117724657,2.029029599390924,376,64,0,272.5,3,
streamweave,172,1783630672.9428878,23733.134783294,461,93.4388638921082,3.3818671237677336,2.1257561650127172,373,88,0,270.75,24,
streamweave,173,1783630764.8112302,23824.934795963,461,89.62440883461386,2.9133639810606837,2.264401089400053,373,88,0,267.75,2,
streamweave,174,1783630856.6091778,23920.228216064,461,94.06325559038669,3.071926087141037,2.1676756273955107,373,88,0,269.75,5,
streamweave,175,1783631112.6472247,24179.461249674,461,96.70508144050837,2.746308478526771,2.5992423370480537,373,88,0,269.5,204,160.74737690389156
streamweave,176,1783631211.1198604,24274.232619004,461,95.45610816776752,2.8552439948543906,2.154853558167815,373,88,0,277.25,52,
streamweave,177,1783631305.8921032,24365.595221469,468,95.4429985024035,3.567804630845785,2.0877413991838694,372,96,0,270.75,138,
streamweave,178,1783631397.266146,24454.033718138,454,88.01657735463232,3.5844070808961987,2.201676795259118,374,80,0,269.5,9,
streamweave,179,1783631485.7034767,24544.729527914,447,89.45984370168298,2.5165713410824537,2.2990433825179935,375,72,0,274.25,3,
streamweave,180,1783631746.5805585,24808.28868724,468,92.31399825774133,2.9788537034764886,2.061088440939784,372,96,0,272.5,3,160.63924255874008
streamweave,181,1783631839.957774,24900.658892157,454,90.94887298252434,3.0671192053705454,2.2478203857317567,374,80,0,269.75,15,
streamweave,182,1783631932.360362,24997.980249962,461,91.86375425942242,3.0688068699091673,2.5287938257679343,373,88,0,270.5,9,
streamweave,183,1783632029.6537464,25092.64331087,454,96.897749081254,3.661591922864318,2.100339647382498,374,80,0,269,275,
streamweave,184,1783632124.3201358,25190.481323397,461,94.62326344940811,3.0967621942982078,2.7951367078348994,373,88,0,270.25,42,
streamweave,185,1783632391.6642058,25455.282380123,447,95.03275092598051,2.9004696030169725,2.3464981336146593,375,72,0,271.75,164,169.4907709909603
streamweave,186,1783632486.968628,25555.290749393,461,94.46310351509601,3.402550410479307,2.0819578897207975,373,88,0,266.25,45,
streamweave,187,1783632586.9535632,25653.374092248,454,98.15652683377266,2.918468050658703,2.175889496691525,374,80,0,271.5,4,
streamweave,188,1783632685.0587423,25753.401344364,454,97.58848370239139,3.5138481678441167,2.3530025240033865,374,80,0,270,4,
streamweave,189,1783632785.0754347,25852.603376988,475,101.11126599740237,3.1188162649050355,2.059804741293192,371,104,0,266.75,8,
streamweave,190,1783633056.2636728,26122.610736282,454,98.73993698414415,2.7977884989231825,2.1042790235951543,374,80,0,272.5,8,162.38893876038492
